SUPPLIER_ID,INDUSTRY,REGION,TIER,WEEK_START,YEAR,ON_TIME_DELIVERY,DEFECT_RATE,LEAD_TIME_DAYS,ORDERS_PLACED,SPEND,SCORE
SUP1019,Healthcare,Latin America,Tier 2,2023-04-10,2023,0.7671,0.0108,8,22,17962.0,86.9
SUP1019,Healthcare,Latin America,Tier 2,2023-04-24,2023,0.7336,0.0148,6,15,13798.0,84.2
SUP1019,Healthcare,Latin America,Tier 2,2023-05-08,2023,0.7674,0.013,5,14,16244.0,86.1
SUP1019,Healthcare,Latin America,Tier 2,2023-05-22,2023,0.7684,0.0131,11,17,11810.0,83.9
SUP1019,Healthcare,Latin America,Tier 2,2023-06-05,2023,0.7865,0.0127,14,6,62054.0,79.9
SUP1019,Healthcare,Latin America,Tier 2,2023-06-19,2023,0.7636,0.013,7,4,18960.0,86.0
SUP1019,Healthcare,Latin America,Tier 2,2023-07-03,2023,0.7136,0.0073,8,5,17110.0,86.0
SUP1019,Healthcare,Latin America,Tier 2,2023-07-17,2023,0.777,0.0106,9,21,38876.0,87.4
SUP1019,Healthcare,Latin America,Tier 2,2023-07-31,2023,0.7758,0.0091,10,6,74934.0,87.8
SUP1019,Healthcare,Latin America,Tier 2,2023-08-14,2023,0.7891,0.0173,12,16,10170.0,81.3
SUP1019,Healthcare,Latin America,Tier 2,2023-08-28,2023,0.7701,0.0104,5,4,16801.0,87.1
SUP1019,Healthcare,Latin America,Tier 2,2023-09-11,2023,0.8101,0.0133,12,7,69446.0,83.6
SUP1019,Healthcare,Latin America,Tier 2,2023-09-25,2023,0.7641,0.0125,13,13,39317.0,80.4
SUP1019,Healthcare,Latin America,Tier 2,2023-10-09,2023,0.7653,0.0114,7,10,5524.0,86.6
SUP1019,Healthcare,Latin America,Tier 2,2023-10-23,2023,0.7502,0.0098,10,8,9239.0,86.6
SUP1019,Healthcare,Latin America,Tier 2,2023-11-06,2023,0.7872,0.0152,5,14,28503.0,86.2
SUP1019,Healthcare,Latin America,Tier 2,2023-11-20,2023,0.7689,0.0126,12,13,52670.0,82.2
SUP1019,Healthcare,Latin America,Tier 2,2023-12-04,2023,0.749,0.0139,8,10,16871.0,85.1
SUP1019,Healthcare,Latin America,Tier 2,2023-12-18,2023,0.7258,0.0082,4,19,20572.0,86.2
SUP1019,Healthcare,Latin America,Tier 2,2024-01-01,2024,0.7106,0.0088,10,19,4022.0,85.3
SUP1019,Healthcare,Latin America,Tier 2,2024-01-15,2024,0.7893,0.0124,10,7,9951.0,87.2
SUP1019,Healthcare,Latin America,Tier 2,2024-01-29,2024,0.7283,0.0098,11,17,24525.0,83.4
SUP1019,Healthcare,Latin America,Tier 2,2024-02-12,2024,0.7599,0.0103,7,16,8732.0,86.8
SUP1019,Healthcare,Latin America,Tier 2,2024-02-26,2024,0.756,0.0143,12,18,13799.0,81.1
SUP1019,Healthcare,Latin America,Tier 2,2024-03-11,2024,0.7061,0.0115,8,10,58683.0,84.2
SUP1019,Healthcare,Latin America,Tier 2,2024-03-25,2024,0.7686,0.0101,10,3,22860.0,87.2
SUP1019,Healthcare,Latin America,Tier 2,2024-04-08,2024,0.7768,0.0131,11,15,38884.0,84.2
SUP1019,Healthcare,Latin America,Tier 2,2024-04-22,2024,0.7588,0.0102,7,10,53793.0,86.8
SUP1019,Healthcare,Latin America,Tier 2,2024-05-06,2024,0.7812,0.0126,9,22,22483.0,86.8
SUP1019,Healthcare,Latin America,Tier 2,2024-05-20,2024,0.7297,0.0072,11,24,57427.0,84.4
SUP1019,Healthcare,Latin America,Tier 2,2024-06-03,2024,0.8133,0.008,6,16,17530.0,89.7
SUP1019,Healthcare,Latin America,Tier 2,2024-06-17,2024,0.7711,0.0108,7,14,14500.0,87.1
SUP1019,Healthcare,Latin America,Tier 2,2024-07-01,2024,0.7333,0.0128,4,12,13340.0,84.9
SUP1019,Healthcare,Latin America,Tier 2,2024-07-15,2024,0.7378,0.0131,6,13,24510.0,84.9
SUP1019,Healthcare,Latin America,Tier 2,2024-07-29,2024,0.7583,0.0082,12,16,20652.0,83.3
SUP1019,Healthcare,Latin America,Tier 2,2024-08-12,2024,0.7272,0.0128,7,17,22046.0,84.6
SUP1019,Healthcare,Latin America,Tier 2,2024-08-26,2024,0.7718,0.0095,13,3,13762.0,81.8
SUP1019,Healthcare,Latin America,Tier 2,2024-09-09,2024,0.7554,0.0151,9,3,30934.0,84.9
SUP1019,Healthcare,Latin America,Tier 2,2024-09-23,2024,0.7675,0.0142,7,14,11801.0,85.7
SUP1019,Healthcare,Latin America,Tier 2,2024-10-07,2024,0.72,0.0091,9,16,22758.0,85.6
SUP1019,Healthcare,Latin America,Tier 2,2024-10-21,2024,0.7433,0.0134,11,16,4941.0,82.8
SUP1019,Healthcare,Latin America,Tier 2,2024-11-04,2024,0.7433,0.0099,6,14,18661.0,86.3
SUP1019,Healthcare,Latin America,Tier 2,2024-11-18,2024,0.7693,0.0143,16,3,8110.0,76.4
SUP1019,Healthcare,Latin America,Tier 2,2024-12-02,2024,0.7562,0.0155,11,6,19855.0,82.5
SUP1019,Healthcare,Latin America,Tier 2,2024-12-16,2024,0.7554,0.011,6,11,37586.0,86.4
SUP1019,Healthcare,Latin America,Tier 2,2024-12-30,2024,0.7101,0.0121,10,4,5275.0,84.2
SUP1020,Grocery,Latin America,Tier 2,2022-01-03,2022,0.9285,0.0781,15,17,31198.0,64.8
SUP1020,Grocery,Latin America,Tier 2,2022-01-17,2022,0.9193,0.0627,14,4,11647.0,71.2
SUP1020,Grocery,Latin America,Tier 2,2022-01-31,2022,0.9157,0.0498,15,17,60253.0,74.2
SUP1020,Grocery,Latin America,Tier 2,2022-02-14,2022,0.8771,0.0534,14,5,8755.0,72.8
SUP1020,Grocery,Latin America,Tier 2,2022-02-28,2022,0.9044,0.0666,8,4,9228.0,72.9
SUP1020,Grocery,Latin America,Tier 2,2022-03-14,2022,0.91,0.061,11,15,27916.0,75.1
SUP1020,Grocery,Latin America,Tier 2,2022-03-28,2022,0.8916,0.0401,15,14,18179.0,76.6
SUP1020,Grocery,Latin America,Tier 2,2022-04-11,2022,0.9254,0.0624,10,4,32548.0,75.2
SUP1020,Grocery,Latin America,Tier 2,2022-04-25,2022,0.9329,0.0478,12,23,110118.0,80.6
SUP1020,Grocery,Latin America,Tier 2,2022-05-09,2022,0.9524,0.0675,12,24,44160.0,74.5
SUP1020,Grocery,Latin America,Tier 2,2022-05-23,2022,0.9996,0.0741,14,12,82353.0,70.5
SUP1020,Grocery,Latin America,Tier 2,2022-06-06,2022,0.8717,0.0663,12,11,19433.0,71.7
SUP1020,Grocery,Latin America,Tier 2,2022-06-20,2022,0.9066,0.0705,11,10,45566.0,71.6
SUP1020,Grocery,Latin America,Tier 2,2022-07-04,2022,0.9204,0.0475,11,18,36878.0,80.2
SUP1020,Grocery,Latin America,Tier 2,2022-07-18,2022,0.9042,0.0564,14,3,7682.0,72.9
SUP1020,Grocery,Latin America,Tier 2,2022-08-01,2022,0.9436,0.0472,11,15,61862.0,81.2
SUP1020,Grocery,Latin America,Tier 2,2022-08-15,2022,0.9258,0.0541,1,17,42474.0,78.1
SUP1020,Grocery,Latin America,Tier 2,2022-08-29,2022,0.9653,0.0561,9,18,13250.0,79.0
SUP1020,Grocery,Latin America,Tier 2,2022-09-12,2022,0.9748,0.0642,13,10,30377.0,74.6
SUP1020,Grocery,Latin America,Tier 2,2022-09-26,2022,0.9771,0.0705,10,11,12591.0,74.4
SUP1020,Grocery,Latin America,Tier 2,2022-10-10,2022,0.9247,0.0681,15,5,13446.0,68.1
SUP1020,Grocery,Latin America,Tier 2,2022-10-24,2022,0.9303,0.0803,9,11,17017.0,69.1
SUP1020,Grocery,Latin America,Tier 2,2022-11-07,2022,0.9565,0.065,14,7,31810.0,72.0
SUP1020,Grocery,Latin America,Tier 2,2022-11-21,2022,0.8765,0.0767,12,19,24920.0,68.2
SUP1020,Grocery,Latin America,Tier 2,2022-12-05,2022,0.9405,0.047,9,21,9467.0,81.2
SUP1020,Grocery,Latin America,Tier 2,2022-12-19,2022,0.9969,0.0592,8,23,13151.0,79.1
SUP1020,Grocery,Latin America,Tier 2,2023-01-02,2023,0.9242,0.0597,14,18,9482.0,72.5
SUP1020,Grocery,Latin America,Tier 2,2023-01-16,2023,0.922,0.058,10,22,9178.0,76.6
SUP1020,Grocery,Latin America,Tier 2,2023-01-30,2023,0.9353,0.0653,12,10,16992.0,74.6
SUP1020,Grocery,Latin America,Tier 2,2023-02-13,2023,0.9219,0.0703,11,11,14542.0,72.3
SUP1020,Grocery,Latin America,Tier 2,2023-02-27,2023,0.9921,0.0507,15,10,43537.0,76.9
SUP1020,Grocery,Latin America,Tier 2,2023-03-13,2023,0.9398,0.0597,8,3,15476.0,76.7
SUP1020,Grocery,Latin America,Tier 2,2023-03-27,2023,0.9051,0.0533,15,12,114134.0,72.5
SUP1020,Grocery,Latin America,Tier 2,2023-04-10,2023,0.9474,0.0571,6,16,5348.0,77.9
SUP1020,Grocery,Latin America,Tier 2,2023-04-24,2023,0.9841,0.0555,13,11,8341.0,78.0
SUP1020,Grocery,Latin America,Tier 2,2023-05-08,2023,0.9878,0.0741,20,24,60691.0,63.6
SUP1020,Grocery,Latin America,Tier 2,2023-05-22,2023,0.9954,0.0679,7,4,66095.0,76.1
SUP1020,Grocery,Latin America,Tier 2,2023-06-05,2023,0.9238,0.0682,17,14,24143.0,65.7
SUP1020,Grocery,Latin America,Tier 2,2023-06-19,2023,0.9502,0.0561,10,5,35538.0,78.4
SUP1020,Grocery,Latin America,Tier 2,2023-07-03,2023,0.9183,0.0688,15,6,19791.0,67.6
SUP1020,Grocery,Latin America,Tier 2,2023-07-17,2023,0.9641,0.0735,14,20,55709.0,69.3
SUP1020,Grocery,Latin America,Tier 2,2023-07-31,2023,0.9557,0.0988,13,20,18917.0,61.7
SUP1020,Grocery,Latin America,Tier 2,2023-08-14,2023,0.974,0.0535,12,15,14791.0,80.2
SUP1020,Grocery,Latin America,Tier 2,2023-08-28,2023,0.989,0.0811,11,7,39255.0,71.2
SUP1020,Grocery,Latin America,Tier 2,2023-09-11,2023,0.9814,0.0563,13,6,35076.0,77.6
SUP1020,Grocery,Latin America,Tier 2,2023-09-25,2023,1.0,0.0655,5,3,29023.0,77.1
SUP1020,Grocery,Latin America,Tier 2,2023-10-09,2023,0.9686,0.063,11,11,198583.0,76.7
SUP1020,Grocery,Latin America,Tier 2,2023-10-23,2023,0.983,0.073,14,23,12956.0,70.2
SUP1020,Grocery,Latin America,Tier 2,2023-11-06,2023,1.0,0.0628,9,14,43319.0,78.0
SUP1020,Grocery,Latin America,Tier 2,2023-11-20,2023,0.9963,0.0761,10,4,60123.0,73.2
SUP1020,Grocery,Latin America,Tier 2,2023-12-04,2023,1.0,0.0579,11,20,34525.0,79.7
SUP1020,Grocery,Latin America,Tier 2,2023-12-18,2023,1.0,0.0452,14,20,6700.0,80.6
SUP1020,Grocery,Latin America,Tier 2,2024-01-01,2024,0.9664,0.035,15,10,9680.0,81.4
SUP1020,Grocery,Latin America,Tier 2,2024-01-15,2024,0.9976,0.0836,12,4,4531.0,70.6
SUP1020,Grocery,Latin America,Tier 2,2024-01-29,2024,1.0,0.0518,10,18,133391.0,81.9
SUP1020,Grocery,Latin America,Tier 2,2024-02-12,2024,0.9674,0.0858,11,8,61832.0,68.6
SUP1020,Grocery,Latin America,Tier 2,2024-02-26,2024,0.9974,0.0468,10,9,10431.0,83.5
SUP1020,Grocery,Latin America,Tier 2,2024-03-11,2024,0.9834,0.0547,14,22,43744.0,76.6
SUP1020,Grocery,Latin America,Tier 2,2024-03-25,2024,1.0,0.0702,15,19,29225.0,70.4
SUP1020,Grocery,Latin America,Tier 2,2024-04-08,2024,1.0,0.084,11,17,41148.0,70.6
SUP1020,Grocery,Latin America,Tier 2,2024-04-22,2024,1.0,0.0472,7,12,38867.0,83.5
SUP1020,Grocery,Latin America,Tier 2,2024-05-06,2024,1.0,0.0519,10,22,31781.0,81.8
SUP1020,Grocery,Latin America,Tier 2,2024-05-20,2024,1.0,0.0555,13,20,34941.0,78.6
SUP1020,Grocery,Latin America,Tier 2,2024-06-03,2024,0.9768,0.073,11,17,73214.0,73.5
SUP1020,Grocery,Latin America,Tier 2,2024-06-17,2024,1.0,0.0549,4,15,8362.0,80.8
SUP1020,Grocery,Latin America,Tier 2,2024-07-01,2024,0.9938,0.0822,12,19,4953.0,71.0
SUP1020,Grocery,Latin America,Tier 2,2024-07-15,2024,1.0,0.0529,10,9,11122.0,81.5
SUP1020,Grocery,Latin America,Tier 2,2024-07-29,2024,1.0,0.0769,12,12,21675.0,73.1
SUP1020,Grocery,Latin America,Tier 2,2024-08-12,2024,1.0,0.0584,11,7,9695.0,79.5
SUP1020,Grocery,Latin America,Tier 2,2024-08-26,2024,1.0,0.0718,9,14,7772.0,74.9
SUP1020,Grocery,Latin America,Tier 2,2024-09-09,2024,0.9955,0.0808,11,17,10524.0,71.5
SUP1020,Grocery,Latin America,Tier 2,2024-09-23,2024,0.9987,0.052,8,4,19076.0,81.7
SUP1020,Grocery,Latin America,Tier 2,2024-10-07,2024,1.0,0.0742,15,7,85119.0,69.0
SUP1020,Grocery,Latin America,Tier 2,2024-10-21,2024,1.0,0.0375,8,10,10703.0,86.9
SUP1020,Grocery,Latin America,Tier 2,2024-11-04,2024,1.0,0.0414,7,17,52952.0,85.5
SUP1020,Grocery,Latin America,Tier 2,2024-11-18,2024,1.0,0.0594,11,12,26264.0,79.2
SUP1020,Grocery,Latin America,Tier 2,2024-12-02,2024,1.0,0.0582,12,9,26120.0,79.6
SUP1020,Grocery,Latin America,Tier 2,2024-12-16,2024,1.0,0.0567,9,21,54712.0,80.1
SUP1020,Grocery,Latin America,Tier 2,2024-12-30,2024,0.9927,0.0493,9,8,25820.0,82.5
SUP1021,Electronics,North America,Tier 2,2022-01-03,2022,0.873,0.0426,15,18,24147.0,80.0
SUP1021,Electronics,North America,Tier 2,2022-01-17,2022,0.8733,0.0425,18,10,29042.0,80.1
SUP1021,Electronics,North America,Tier 2,2022-01-31,2022,0.9065,0.0613,22,3,50566.0,70.3
SUP1021,Electronics,North America,Tier 2,2022-02-14,2022,0.9254,0.0416,22,19,17562.0,77.9
SUP1021,Electronics,North America,Tier 2,2022-02-28,2022,0.8887,0.0625,21,17,18224.0,70.1
SUP1021,Electronics,North America,Tier 2,2022-03-14,2022,0.8829,0.0378,16,22,45132.0,82.1
SUP1021,Electronics,North America,Tier 2,2022-03-28,2022,0.9432,0.0269,21,7,36191.0,84.7
SUP1021,Electronics,North America,Tier 2,2022-04-11,2022,0.8599,0.0346,17,23,13829.0,82.3
SUP1021,Electronics,North America,Tier 2,2022-04-25,2022,0.8613,0.0423,19,15,13241.0,78.3
SUP1021,Electronics,North America,Tier 2,2022-05-09,2022,0.9074,0.0599,16,3,47308.0,75.3
SUP1021,Electronics,North America,Tier 2,2022-05-23,2022,0.9157,0.0571,15,19,5310.0,76.6
SUP1021,Electronics,North America,Tier 2,2022-06-06,2022,0.8203,0.0577,19,17,9613.0,71.3
SUP1021,Electronics,North America,Tier 2,2022-06-20,2022,0.8954,0.0527,19,3,23886.0,76.1
SUP1021,Electronics,North America,Tier 2,2022-07-04,2022,0.9183,0.0441,13,4,25397.0,81.3
SUP1021,Electronics,North America,Tier 2,2022-07-18,2022,0.9273,0.0415,19,3,8591.0,81.2
SUP1021,Electronics,North America,Tier 2,2022-08-01,2022,0.8905,0.0483,17,12,7248.0,78.7
SUP1021,Electronics,North America,Tier 2,2022-08-15,2022,0.8675,0.0471,16,7,34648.0,78.2
SUP1021,Electronics,North America,Tier 2,2022-08-29,2022,0.8717,0.0509,19,23,8954.0,75.7
SUP1021,Electronics,North America,Tier 2,2022-09-12,2022,0.8549,0.0492,15,17,92809.0,77.0
SUP1021,Electronics,North America,Tier 2,2022-09-26,2022,0.8836,0.0286,21,15,5713.0,81.8
SUP1021,Electronics,North America,Tier 2,2022-10-10,2022,0.9195,0.0426,13,4,31734.0,81.9
SUP1021,Electronics,North America,Tier 2,2022-10-24,2022,0.8955,0.0537,16,10,46032.0,77.0
SUP1021,Electronics,North America,Tier 2,2022-11-07,2022,0.8766,0.0483,18,11,27966.0,78.2
SUP1021,Electronics,North America,Tier 2,2022-11-21,2022,0.8803,0.0452,17,18,31251.0,79.4
SUP1021,Electronics,North America,Tier 2,2022-12-05,2022,0.9459,0.0546,22,16,9068.0,74.2
SUP1021,Electronics,North America,Tier 2,2022-12-19,2022,0.9062,0.0527,17,20,24845.0,77.8
SUP1021,Electronics,North America,Tier 2,2023-01-02,2023,0.895,0.0477,19,18,51941.0,77.8
SUP1021,Electronics,North America,Tier 2,2023-01-16,2023,0.8756,0.0447,21,17,11395.0,75.8
SUP1021,Electronics,North America,Tier 2,2023-01-30,2023,0.8875,0.0421,17,20,10807.0,80.8
SUP1021,Electronics,North America,Tier 2,2023-02-13,2023,0.8899,0.0607,17,23,20594.0,74.3
SUP1021,Electronics,North America,Tier 2,2023-02-27,2023,0.8844,0.045,20,17,49873.0,77.1
SUP1021,Electronics,North America,Tier 2,2023-03-13,2023,0.9311,0.0549,19,7,17909.0,76.7
SUP1021,Electronics,North America,Tier 2,2023-03-27,2023,0.8981,0.045,16,10,37412.0,80.2
SUP1021,Electronics,North America,Tier 2,2023-04-10,2023,0.8747,0.0503,17,3,11467.0,77.4
SUP1021,Electronics,North America,Tier 2,2023-04-24,2023,0.8903,0.0521,19,11,8694.0,76.1
SUP1021,Electronics,North America,Tier 2,2023-05-08,2023,0.9002,0.0478,16,11,75819.0,79.3
SUP1021,Electronics,North America,Tier 2,2023-05-22,2023,0.9,0.0444,20,10,16111.0,78.0
SUP1021,Electronics,North America,Tier 2,2023-06-05,2023,0.9037,0.0542,17,19,41333.0,77.2
SUP1021,Electronics,North America,Tier 2,2023-06-19,2023,0.9351,0.0517,19,13,32579.0,78.0
SUP1021,Electronics,North America,Tier 2,2023-07-03,2023,0.8756,0.0402,18,24,18096.0,81.0
SUP1021,Electronics,North America,Tier 2,2023-07-17,2023,0.8771,0.0485,17,13,15530.0,78.1
SUP1021,Electronics,North America,Tier 2,2023-07-31,2023,0.8887,0.0637,21,3,18273.0,69.7
SUP1021,Electronics,North America,Tier 2,2023-08-14,2023,0.889,0.0409,16,22,3096.0,81.2
SUP1021,Electronics,North America,Tier 2,2023-08-28,2023,0.911,0.0633,19,15,54591.0,73.0
SUP1021,Electronics,North America,Tier 2,2023-09-11,2023,0.8641,0.0677,20,23,28425.0,68.4
SUP1021,Electronics,North America,Tier 2,2023-09-25,2023,0.8657,0.0466,23,17,82427.0,72.9
SUP1021,Electronics,North America,Tier 2,2023-10-09,2023,0.8837,0.0366,16,10,35303.0,82.6
SUP1021,Electronics,North America,Tier 2,2023-10-23,2023,0.8613,0.0507,13,9,57843.0,76.7
SUP1021,Electronics,North America,Tier 2,2023-11-06,2023,0.9176,0.0596,16,17,23661.0,75.8
SUP1021,Electronics,North America,Tier 2,2023-11-20,2023,0.927,0.0402,18,6,31872.0,83.0
SUP1021,Electronics,North America,Tier 2,2023-12-04,2023,0.9395,0.0412,18,23,28690.0,83.2
SUP1021,Electronics,North America,Tier 2,2023-12-18,2023,0.9286,0.0561,16,20,3376.0,77.5
SUP1021,Electronics,North America,Tier 2,2024-01-01,2024,0.9259,0.05,17,8,28424.0,79.5
SUP1021,Electronics,North America,Tier 2,2024-01-15,2024,0.921,0.0406,20,16,73687.0,80.1
SUP1021,Electronics,North America,Tier 2,2024-01-29,2024,0.8842,0.0445,23,17,25329.0,74.4
SUP1021,Electronics,North America,Tier 2,2024-02-12,2024,0.8618,0.0699,17,22,36829.0,70.0
SUP1021,Electronics,North America,Tier 2,2024-02-26,2024,0.9074,0.0276,16,23,47809.0,86.6
SUP1021,Electronics,North America,Tier 2,2024-03-11,2024,0.8607,0.0398,17,4,32011.0,80.5
SUP1021,Electronics,North America,Tier 2,2024-03-25,2024,0.8469,0.0447,16,24,28450.0,78.2
SUP1021,Electronics,North America,Tier 2,2024-04-08,2024,0.8382,0.0368,12,15,41436.0,80.6
SUP1021,Electronics,North America,Tier 2,2024-04-22,2024,0.8906,0.0462,21,6,30319.0,75.9
SUP1021,Electronics,North America,Tier 2,2024-05-06,2024,0.846,0.0513,14,9,38609.0,75.9
SUP1021,Electronics,North America,Tier 2,2024-05-20,2024,0.8998,0.0425,20,16,3797.0,78.6
SUP1021,Electronics,North America,Tier 2,2024-06-03,2024,0.9087,0.0603,18,17,19708.0,75.3
SUP1021,Electronics,North America,Tier 2,2024-06-17,2024,0.891,0.0564,19,11,23561.0,74.6
SUP1021,Electronics,North America,Tier 2,2024-07-01,2024,0.8764,0.05,16,20,9655.0,77.6
SUP1021,Electronics,North America,Tier 2,2024-07-15,2024,0.8979,0.0509,13,17,22830.0,78.1
SUP1021,Electronics,North America,Tier 2,2024-07-29,2024,0.9269,0.0522,18,4,32283.0,78.8
SUP1021,Electronics,North America,Tier 2,2024-08-12,2024,0.8788,0.043,20,5,27770.0,77.6
SUP1021,Electronics,North America,Tier 2,2024-08-26,2024,0.9236,0.0432,16,7,28191.0,81.8
SUP1021,Electronics,North America,Tier 2,2024-09-09,2024,0.8979,0.0571,22,18,50423.0,71.4
SUP1021,Electronics,North America,Tier 2,2024-09-23,2024,0.8895,0.0677,13,3,32590.0,71.9
SUP1021,Electronics,North America,Tier 2,2024-10-07,2024,0.8912,0.0408,25,4,13502.0,74.4
SUP1021,Electronics,North America,Tier 2,2024-10-21,2024,0.8536,0.0469,23,5,61087.0,72.3
SUP1021,Electronics,North America,Tier 2,2024-11-04,2024,0.8652,0.057,21,19,6194.0,71.1
SUP1021,Electronics,North America,Tier 2,2024-11-18,2024,0.8915,0.0609,14,12,10624.0,74.3
SUP1021,Electronics,North America,Tier 2,2024-12-02,2024,0.9033,0.0563,22,21,12538.0,71.9
SUP1021,Electronics,North America,Tier 2,2024-12-16,2024,0.8865,0.0264,19,21,41923.0,84.9
SUP1021,Electronics,North America,Tier 2,2024-12-30,2024,0.8973,0.0432,18,9,11995.0,80.8
SUP1022,Apparel,Asia Pacific,Tier 2,2022-01-03,2022,0.7571,0.0217,34,13,3671.0,82.7
SUP1022,Apparel,Asia Pacific,Tier 2,2022-01-17,2022,0.8042,0.0136,28,9,10582.0,87.4
SUP1022,Apparel,Asia Pacific,Tier 2,2022-01-31,2022,0.7824,0.0254,38,20,5802.0,82.4
SUP1022,Apparel,Asia Pacific,Tier 2,2022-02-14,2022,0.8019,0.0281,37,7,92465.0,82.3
SUP1022,Apparel,Asia Pacific,Tier 2,2022-02-28,2022,0.7775,0.0248,38,7,45463.0,82.4
SUP1022,Apparel,Asia Pacific,Tier 2,2022-03-14,2022,0.7645,0.0264,41,5,76983.0,79.5
SUP1022,Apparel,Asia Pacific,Tier 2,2022-03-28,2022,0.7829,0.0246,36,18,9914.0,82.7
SUP1022,Apparel,Asia Pacific,Tier 2,2022-04-11,2022,0.8156,0.0206,41,9,31835.0,83.6
SUP1022,Apparel,Asia Pacific,Tier 2,2022-04-25,2022,0.7904,0.017,38,10,12487.0,85.7
SUP1022,Apparel,Asia Pacific,Tier 2,2022-05-09,2022,0.805,0.0265,38,23,97208.0,82.9
SUP1022,Apparel,Asia Pacific,Tier 2,2022-05-23,2022,0.7952,0.0324,38,9,52448.0,80.5
SUP1022,Apparel,Asia Pacific,Tier 2,2022-06-06,2022,0.7703,0.0241,36,6,35115.0,82.4
SUP1022,Apparel,Asia Pacific,Tier 2,2022-06-20,2022,0.753,0.0224,43,6,8465.0,79.4
SUP1022,Apparel,Asia Pacific,Tier 2,2022-07-04,2022,0.8061,0.0256,38,24,12759.0,83.3
SUP1022,Apparel,Asia Pacific,Tier 2,2022-07-18,2022,0.7836,0.0284,35,15,81643.0,81.4
SUP1022,Apparel,Asia Pacific,Tier 2,2022-08-01,2022,0.8277,0.0222,37,13,4719.0,85.3
SUP1022,Apparel,Asia Pacific,Tier 2,2022-08-15,2022,0.8267,0.0297,35,20,21612.0,82.7
SUP1022,Apparel,Asia Pacific,Tier 2,2022-08-29,2022,0.7856,0.0277,41,14,27273.0,79.9
SUP1022,Apparel,Asia Pacific,Tier 2,2022-09-12,2022,0.8257,0.0227,37,21,26879.0,85.1
SUP1022,Apparel,Asia Pacific,Tier 2,2022-09-26,2022,0.765,0.0255,39,21,46886.0,81.0
SUP1022,Apparel,Asia Pacific,Tier 2,2022-10-10,2022,0.7728,0.0233,37,10,20187.0,82.8
SUP1022,Apparel,Asia Pacific,Tier 2,2022-10-24,2022,0.7755,0.0173,37,9,13189.0,85.0
SUP1022,Apparel,Asia Pacific,Tier 2,2022-11-07,2022,0.7325,0.0322,36,11,31945.0,78.0
SUP1022,Apparel,Asia Pacific,Tier 2,2022-11-21,2022,0.7939,0.0198,36,24,14996.0,84.8
SUP1022,Apparel,Asia Pacific,Tier 2,2022-12-05,2022,0.7981,0.0183,37,13,15426.0,85.5
SUP1022,Apparel,Asia Pacific,Tier 2,2022-12-19,2022,0.8137,0.0322,40,13,17492.0,80.0
SUP1022,Apparel,Asia Pacific,Tier 2,2023-01-02,2023,0.7923,0.027,39,12,37385.0,81.6
SUP1022,Apparel,Asia Pacific,Tier 2,2023-01-16,2023,0.7435,0.0214,39,3,13680.0,81.6
SUP1022,Apparel,Asia Pacific,Tier 2,2023-01-30,2023,0.766,0.0194,37,8,9480.0,83.8
SUP1022,Apparel,Asia Pacific,Tier 2,2023-02-13,2023,0.8283,0.0214,35,11,12854.0,85.6
SUP1022,Apparel,Asia Pacific,Tier 2,2023-02-27,2023,0.7744,0.0208,38,6,10811.0,83.7
SUP1022,Apparel,Asia Pacific,Tier 2,2023-03-13,2023,0.7694,0.0235,36,12,68558.0,82.6
SUP1022,Apparel,Asia Pacific,Tier 2,2023-03-27,2023,0.8089,0.0306,35,24,41956.0,81.6
SUP1022,Apparel,Asia Pacific,Tier 2,2023-04-10,2023,0.7407,0.0328,36,6,18321.0,78.1
SUP1022,Apparel,Asia Pacific,Tier 2,2023-04-24,2023,0.7654,0.0271,37,14,7561.0,81.1
SUP1022,Apparel,Asia Pacific,Tier 2,2023-05-08,2023,0.8361,0.0246,43,13,9543.0,81.9
SUP1022,Apparel,Asia Pacific,Tier 2,2023-05-22,2023,0.7939,0.0247,37,7,34139.0,83.1
SUP1022,Apparel,Asia Pacific,Tier 2,2023-06-05,2023,0.7601,0.0256,35,7,33231.0,81.4
SUP1022,Apparel,Asia Pacific,Tier 2,2023-06-19,2023,0.797,0.0247,35,10,94036.0,83.2
SUP1022,Apparel,Asia Pacific,Tier 2,2023-07-03,2023,0.7701,0.0235,36,20,50887.0,82.6
SUP1022,Apparel,Asia Pacific,Tier 2,2023-07-17,2023,0.7599,0.031,42,5,14642.0,77.2
SUP1022,Apparel,Asia Pacific,Tier 2,2023-07-31,2023,0.8096,0.0177,37,13,47112.0,86.2
SUP1022,Apparel,Asia Pacific,Tier 2,2023-08-14,2023,0.8091,0.019,34,19,10605.0,85.7
SUP1022,Apparel,Asia Pacific,Tier 2,2023-08-28,2023,0.8329,0.0216,45,20,58897.0,81.9
SUP1022,Apparel,Asia Pacific,Tier 2,2023-09-11,2023,0.8556,0.0268,39,14,15345.0,84.2
SUP1022,Apparel,Asia Pacific,Tier 2,2023-09-25,2023,0.8307,0.0262,37,15,37969.0,84.1
SUP1022,Apparel,Asia Pacific,Tier 2,2023-10-09,2023,0.7729,0.0205,41,21,17086.0,81.9
SUP1022,Apparel,Asia Pacific,Tier 2,2023-10-23,2023,0.7563,0.0252,41,21,11843.0,79.6
SUP1022,Apparel,Asia Pacific,Tier 2,2023-11-06,2023,0.7904,0.0241,35,7,19783.0,83.2
