SKU_ID,SKU_NAME,INDUSTRY,CATEGORY,PRIMARY_SUPPLIER,UNIT_COST,REORDER_POINT,SAFETY_STOCK,MAX_STOCK,LEAD_TIME_DAYS,CRITICALITY
SKU10292,Apparel Product 293,Apparel,Packaging,SUP1164,140.07,180,51,1088,39,Medium
SKU10293,Apparel Product 294,Apparel,Component,SUP1089,8.95,74,33,523,45,Medium
SKU10294,Industrial Product 295,Industrial,Raw Material,SUP1130,19.34,468,158,1463,18,High
SKU10295,Electronics Product 296,Electronics,Component,SUP1210,53.66,92,41,592,26,Medium
SKU10296,Healthcare Product 297,Healthcare,Packaging,SUP1005,5.07,357,169,2583,12,Low
SKU10297,Industrial Product 298,Industrial,Component,SUP1212,5.14,296,93,1182,13,Low
SKU10298,Industrial Product 299,Industrial,Finished Good,SUP1145,21.87,466,158,2335,21,Medium
SKU10299,Industrial Product 300,Industrial,Component,SUP1071,44.75,464,147,3055,19,Medium
SKU10300,Electronics Product 301,Electronics,Finished Good,SUP1182,27.44,285,59,1777,21,Low
SKU10301,Electronics Product 302,Electronics,Raw Material,SUP1073,22.95,263,99,1218,14,Medium
SKU10302,Grocery Product 303,Grocery,Finished Good,SUP1101,114.88,386,87,2369,6,Low
SKU10303,Automotive Product 304,Automotive,Component,SUP1110,12.76,245,72,1575,29,Low
SKU10304,Automotive Product 305,Automotive,Component,SUP1142,2.16,162,44,1151,29,Low
SKU10305,Grocery Product 306,Grocery,Finished Good,SUP1066,13.47,250,118,1243,14,Low
SKU10306,Automotive Product 307,Automotive,Raw Material,SUP1213,52.36,418,88,2020,31,Low
SKU10307,Apparel Product 308,Apparel,Component,SUP1102,21.65,323,65,1441,41,Critical
SKU10308,Grocery Product 309,Grocery,Component,SUP1086,78.8,482,120,3405,9,Medium
SKU10309,Healthcare Product 310,Healthcare,Finished Good,SUP1037,63.45,395,114,2545,9,High
SKU10310,Grocery Product 311,Grocery,Raw Material,SUP1014,115.23,269,120,904,5,High
SKU10311,Electronics Product 312,Electronics,Raw Material,SUP1080,39.62,160,76,1027,15,High
SKU10312,Healthcare Product 313,Healthcare,Component,SUP1079,404.5,446,183,1475,9,Medium
SKU10313,Electronics Product 314,Electronics,Raw Material,SUP1135,132.14,293,135,2240,23,High
SKU10314,Healthcare Product 315,Healthcare,Finished Good,SUP1163,30.98,471,113,3585,21,High
SKU10315,Healthcare Product 316,Healthcare,Finished Good,SUP1017,25.75,286,86,1038,16,Medium
SKU10316,Healthcare Product 317,Healthcare,Packaging,SUP1122,98.93,165,63,1142,11,Medium
SKU10317,Industrial Product 318,Industrial,Finished Good,SUP1077,10.1,159,36,998,18,Medium
SKU10318,Electronics Product 319,Electronics,Component,SUP1064,94.81,247,70,1150,16,Medium
SKU10319,Industrial Product 320,Industrial,Packaging,SUP1036,186.89,162,72,1149,24,Medium
SKU10320,Grocery Product 321,Grocery,Raw Material,SUP1040,115.24,397,158,2029,12,High
SKU10321,Industrial Product 322,Industrial,Component,SUP1000,371.18,359,102,1400,12,High
SKU10322,Healthcare Product 323,Healthcare,Component,SUP1143,28.8,416,199,2432,13,Low
SKU10323,Grocery Product 324,Grocery,Raw Material,SUP1188,43.36,399,128,1770,2,Low
SKU10324,Healthcare Product 325,Healthcare,Raw Material,SUP1194,29.39,363,85,1983,19,Low
SKU10325,Electronics Product 326,Electronics,Finished Good,SUP1133,8.59,456,172,3591,28,Low
SKU10326,Industrial Product 327,Industrial,Packaging,SUP1071,151.62,395,84,1647,21,Medium
SKU10327,Automotive Product 328,Automotive,Component,SUP1114,11.4,218,85,1559,22,Medium
SKU10328,Healthcare Product 329,Healthcare,Finished Good,SUP1112,665.43,458,120,1806,23,High
SKU10329,Industrial Product 330,Industrial,Component,SUP1145,5.32,404,151,1783,14,Low
SKU10330,Industrial Product 331,Industrial,Raw Material,SUP1155,61.33,293,94,2276,16,High
SKU10331,Industrial Product 332,Industrial,Raw Material,SUP1168,25.54,489,186,3276,8,Medium
SKU10332,Grocery Product 333,Grocery,Finished Good,SUP1108,21.41,121,37,814,-4,Medium
SKU10333,Healthcare Product 334,Healthcare,Finished Good,SUP1060,24.16,115,42,488,14,Medium
SKU10334,Apparel Product 335,Apparel,Component,SUP1082,395.19,303,120,1978,42,Low
SKU10335,Apparel Product 336,Apparel,Component,SUP1076,100.7,60,19,315,44,Low
SKU10336,Industrial Product 337,Industrial,Component,SUP1004,279.46,201,69,1465,15,Medium
SKU10337,Industrial Product 338,Industrial,Packaging,SUP1075,39.85,203,57,612,22,High
SKU10338,Industrial Product 339,Industrial,Component,SUP1000,23.5,304,149,1042,21,Medium
SKU10339,Grocery Product 340,Grocery,Finished Good,SUP1066,39.29,163,38,706,12,Critical
SKU10340,Industrial Product 341,Industrial,Finished Good,SUP1147,16.31,291,64,972,24,Critical
SKU10341,Healthcare Product 342,Healthcare,Component,SUP1019,57.45,97,25,598,13,Low
SKU10342,Electronics Product 343,Electronics,Finished Good,SUP1141,31.21,403,126,2929,18,Critical
SKU10343,Grocery Product 344,Grocery,Raw Material,SUP1153,24.84,406,87,1433,2,Critical
SKU10344,Grocery Product 345,Grocery,Component,SUP1088,25.62,330,77,2282,4,Medium
SKU10345,Healthcare Product 346,Healthcare,Raw Material,SUP1037,46.64,213,56,664,21,Medium
SKU10346,Grocery Product 347,Grocery,Finished Good,SUP1123,51.41,317,117,1462,4,Low
SKU10347,Automotive Product 348,Automotive,Component,SUP1211,19.61,142,33,495,24,High
SKU10348,Apparel Product 349,Apparel,Packaging,SUP1045,10.97,135,29,574,35,Medium
SKU10349,Healthcare Product 350,Healthcare,Component,SUP1131,34.77,206,67,1478,13,Medium
SKU10350,Healthcare Product 351,Healthcare,Finished Good,SUP1053,36.16,139,30,506,21,High
SKU10351,Automotive Product 352,Automotive,Packaging,SUP1215,76.89,206,99,1254,23,Medium
SKU10352,Automotive Product 353,Automotive,Raw Material,SUP1058,135.41,285,100,866,26,Low
SKU10353,Grocery Product 354,Grocery,Raw Material,SUP1101,51.79,310,152,1843,10,Medium
SKU10354,Electronics Product 355,Electronics,Component,SUP1056,39.0,237,112,1220,26,High
SKU10355,Industrial Product 356,Industrial,Packaging,SUP1068,23.01,215,53,970,13,Low
SKU10356,Grocery Product 357,Grocery,Raw Material,SUP1151,136.78,457,129,3256,11,Medium
SKU10357,Apparel Product 358,Apparel,Finished Good,SUP1180,285.83,119,37,681,41,High
SKU10358,Apparel Product 359,Apparel,Raw Material,SUP1084,988.75,96,31,758,37,Critical
SKU10359,Industrial Product 360,Industrial,Component,SUP1190,47.24,407,166,2169,18,Medium
SKU10360,Industrial Product 361,Industrial,Component,SUP1145,87.38,123,61,864,14,High
SKU10361,Industrial Product 362,Industrial,Component,SUP1198,14.42,176,81,1043,23,Medium
SKU10362,Electronics Product 363,Electronics,Finished Good,SUP1210,58.36,448,121,1770,16,Critical
SKU10363,Healthcare Product 364,Healthcare,Packaging,SUP1029,50.07,135,63,974,17,Critical
SKU10364,Apparel Product 365,Apparel,Raw Material,SUP1045,45.52,420,197,2227,46,Medium
SKU10365,Industrial Product 366,Industrial,Component,SUP1219,37.53,452,165,2402,23,Critical
SKU10366,Apparel Product 367,Apparel,Component,SUP1175,175.67,245,118,1544,48,Medium
SKU10367,Industrial Product 368,Industrial,Component,SUP1003,119.12,88,38,680,10,Low
SKU10368,Electronics Product 369,Electronics,Raw Material,SUP1064,11.02,212,54,1128,24,Low
SKU10369,Industrial Product 370,Industrial,Component,SUP1147,44.83,264,77,873,22,Medium
SKU10370,Industrial Product 371,Industrial,Finished Good,SUP1190,147.55,191,49,1186,14,High
SKU10371,Automotive Product 372,Automotive,Finished Good,SUP1026,18.87,345,134,1681,27,High
SKU10372,Apparel Product 373,Apparel,Finished Good,SUP1089,57.93,486,152,1748,44,Critical
SKU10373,Healthcare Product 374,Healthcare,Raw Material,SUP1061,9.96,66,20,523,10,Critical
SKU10374,Automotive Product 375,Automotive,Raw Material,SUP1217,6.82,269,103,1171,29,High
SKU10375,Apparel Product 376,Apparel,Packaging,SUP1055,7.92,290,112,1029,41,High
SKU10376,Industrial Product 377,Industrial,Finished Good,SUP1119,101.79,202,59,1521,21,High
SKU10377,Electronics Product 378,Electronics,Raw Material,SUP1207,24.62,452,150,1942,25,Low
SKU10378,Apparel Product 379,Apparel,Raw Material,SUP1165,32.89,105,48,591,48,Low
SKU10379,Electronics Product 380,Electronics,Packaging,SUP1021,25.16,94,44,388,8,Critical
SKU10380,Electronics Product 381,Electronics,Component,SUP1171,89.59,83,26,295,26,High
SKU10381,Healthcare Product 382,Healthcare,Packaging,SUP1113,138.47,328,144,1718,18,Medium
SKU10382,Industrial Product 383,Industrial,Component,SUP1004,48.17,168,82,816,24,Medium
SKU10383,Automotive Product 384,Automotive,Raw Material,SUP1176,32.36,445,97,2843,32,Low
SKU10384,Industrial Product 385,Industrial,Component,SUP1115,14.16,67,22,406,17,Low
SKU10385,Electronics Product 386,Electronics,Component,SUP1105,112.24,470,135,2948,32,Medium
SKU10386,Apparel Product 387,Apparel,Component,SUP1169,129.12,256,87,1680,50,Medium
SKU10387,Industrial Product 388,Industrial,Raw Material,SUP1218,34.26,478,173,3760,19,High
SKU10388,Electronics Product 389,Electronics,Raw Material,SUP1094,12.28,463,93,2451,23,Low
SKU10389,Industrial Product 390,Industrial,Component,SUP1046,113.66,361,130,1234,24,High
SKU10390,Electronics Product 391,Electronics,Raw Material,SUP1140,5.43,126,59,623,20,Low
SKU10391,Industrial Product 392,Industrial,Raw Material,SUP1177,13.45,180,41,1302,15,High
SKU10392,Healthcare Product 393,Healthcare,Finished Good,SUP1060,65.23,382,176,1868,19,High
SKU10393,Healthcare Product 394,Healthcare,Raw Material,SUP1134,103.29,116,54,588,14,Low
SKU10394,Healthcare Product 395,Healthcare,Finished Good,SUP1053,163.61,423,126,2438,8,Medium
SKU10395,Automotive Product 396,Automotive,Raw Material,SUP1157,185.32,77,17,503,35,Critical
SKU10396,Apparel Product 397,Apparel,Raw Material,SUP1093,311.69,360,109,2089,41,Low
SKU10397,Electronics Product 398,Electronics,Finished Good,SUP1018,10.83,315,77,1787,19,Medium
SKU10398,Electronics Product 399,Electronics,Component,SUP1158,77.53,382,105,2427,13,High
SKU10399,Apparel Product 400,Apparel,Finished Good,SUP1181,141.06,288,115,1963,44,High
SKU10400,Industrial Product 401,Industrial,Component,SUP1115,26.21,451,125,2092,13,Medium
SKU10401,Apparel Product 402,Apparel,Component,SUP1028,96.81,181,54,817,39,Low
SKU10402,Apparel Product 403,Apparel,Packaging,SUP1055,21.53,402,180,3075,51,Critical
SKU10403,Electronics Product 404,Electronics,Finished Good,SUP1156,123.01,183,59,677,6,Critical
SKU10404,Electronics Product 405,Electronics,Component,SUP1072,34.96,205,49,1579,12,High
SKU10405,Apparel Product 406,Apparel,Packaging,SUP1002,56.9,306,67,980,46,High
SKU10406,Electronics Product 407,Electronics,Finished Good,SUP1187,30.46,190,41,1149,24,Low
SKU10407,Apparel Product 408,Apparel,Finished Good,SUP1070,27.37,420,134,2825,39,High
SKU10408,Electronics Product 409,Electronics,Component,SUP1156,90.99,190,48,1183,23,Low
SKU10409,Industrial Product 410,Industrial,Packaging,SUP1198,85.58,203,92,757,22,Low
SKU10410,Electronics Product 411,Electronics,Finished Good,SUP1064,71.81,310,116,1960,26,Critical
SKU10411,Apparel Product 412,Apparel,Component,SUP1055,19.57,248,113,1511,41,High
SKU10412,Automotive Product 413,Automotive,Raw Material,SUP1184,114.82,238,56,840,35,High
SKU10413,Industrial Product 414,Industrial,Packaging,SUP1050,40.14,168,54,1335,25,Low
SKU10414,Automotive Product 415,Automotive,Finished Good,SUP1016,25.18,161,45,1139,28,High
SKU10415,Automotive Product 416,Automotive,Raw Material,SUP1098,7.12,424,209,2949,31,High
SKU10416,Automotive Product 417,Automotive,Component,SUP1217,5.81,409,159,3019,36,Medium
SKU10417,Electronics Product 418,Electronics,Component,SUP1033,153.56,106,44,598,21,Medium
SKU10418,Electronics Product 419,Electronics,Finished Good,SUP1210,16.4,246,63,1367,21,Critical
SKU10419,Automotive Product 420,Automotive,Component,SUP1114,146.75,174,61,1344,22,Medium
SKU10420,Electronics Product 421,Electronics,Packaging,SUP1074,45.1,107,36,389,19,High
SKU10421,Industrial Product 422,Industrial,Component,SUP1075,23.9,94,32,507,15,Critical
SKU10422,Grocery Product 423,Grocery,Raw Material,SUP1129,84.6,194,70,748,4,Critical
SKU10423,Industrial Product 424,Industrial,Component,SUP1004,21.58,146,45,750,17,Medium
SKU10424,Healthcare Product 425,Healthcare,Finished Good,SUP1143,48.36,186,54,1415,9,Medium
SKU10425,Automotive Product 426,Automotive,Component,SUP1114,29.22,301,132,2266,26,Low
SKU10426,Industrial Product 427,Industrial,Raw Material,SUP1119,19.1,493,167,2170,23,Critical
SKU10427,Industrial Product 428,Industrial,Finished Good,SUP1218,43.07,82,24,341,19,Critical
SKU10428,Grocery Product 429,Grocery,Finished Good,SUP1127,21.71,121,49,899,11,Medium
SKU10429,Grocery Product 430,Grocery,Component,SUP1160,13.61,314,80,1822,7,High
SKU10430,Apparel Product 431,Apparel,Raw Material,SUP1082,15.12,117,28,788,43,Low
SKU10431,Grocery Product 432,Grocery,Component,SUP1137,1.86,78,20,579,7,Critical
SKU10432,Industrial Product 433,Industrial,Raw Material,SUP1059,89.4,218,88,1380,2,Critical
SKU10433,Apparel Product 434,Apparel,Packaging,SUP1165,80.65,409,195,1357,30,Critical
SKU10434,Apparel Product 435,Apparel,Finished Good,SUP1152,186.58,450,176,2668,43,Medium
SKU10435,Grocery Product 436,Grocery,Raw Material,SUP1086,42.56,363,108,1263,9,Medium
SKU10436,Electronics Product 437,Electronics,Raw Material,SUP1202,24.58,303,72,2089,10,Medium
SKU10437,Industrial Product 438,Industrial,Packaging,SUP1147,16.44,298,103,1467,24,High
SKU10438,Apparel Product 439,Apparel,Packaging,SUP1002,73.65,187,89,805,51,Low
SKU10439,Apparel Product 440,Apparel,Raw Material,SUP1022,35.16,214,102,1688,43,Medium
SKU10440,Healthcare Product 441,Healthcare,Raw Material,SUP1112,55.3,203,76,804,14,Critical
SKU10441,Industrial Product 442,Industrial,Packaging,SUP1012,37.29,109,40,549,16,High
SKU10442,Grocery Product 443,Grocery,Packaging,SUP1199,14.86,418,138,1261,0,High
SKU10443,Apparel Product 444,Apparel,Finished Good,SUP1181,46.52,293,82,2087,43,Medium
SKU10444,Electronics Product 445,Electronics,Finished Good,SUP1208,2.44,355,156,2679,10,Low
SKU10445,Grocery Product 446,Grocery,Finished Good,SUP1199,538.45,129,41,510,1,Low
SKU10446,Industrial Product 447,Industrial,Finished Good,SUP1077,25.75,325,73,1495,16,Low
SKU10447,Grocery Product 448,Grocery,Component,SUP1014,9.43,211,83,688,9,Critical
SKU10448,Apparel Product 449,Apparel,Component,SUP1002,39.64,330,113,2359,46,High
SKU10449,Electronics Product 450,Electronics,Finished Good,SUP1072,38.24,319,155,964,21,Medium
SKU10450,Automotive Product 451,Automotive,Packaging,SUP1117,23.05,148,55,603,26,High
SKU10451,Automotive Product 452,Automotive,Finished Good,SUP1114,4.49,98,30,661,30,Critical
SKU10452,Apparel Product 453,Apparel,Component,SUP1193,6.23,257,66,982,50,Critical
SKU10453,Industrial Product 454,Industrial,Component,SUP1036,677.91,467,159,2033,17,Critical
SKU10454,Electronics Product 455,Electronics,Finished Good,SUP1187,27.72,220,101,822,15,Medium
SKU10455,Automotive Product 456,Automotive,Finished Good,SUP1010,88.46,86,18,624,35,Medium
SKU10456,Industrial Product 457,Industrial,Finished Good,SUP1219,6.78,299,89,901,25,High
SKU10457,Electronics Product 458,Electronics,Component,SUP1073,37.0,165,76,1226,24,Critical
SKU10458,Apparel Product 459,Apparel,Component,SUP1055,2.15,290,125,1978,55,Medium
SKU10459,Healthcare Product 460,Healthcare,Finished Good,SUP1104,9.07,321,78,2143,11,High
SKU10460,Industrial Product 461,Industrial,Finished Good,SUP1083,22.13,269,107,2059,19,Medium
SKU10461,Apparel Product 462,Apparel,Component,SUP1191,21.97,467,166,3497,39,Low
SKU10462,Automotive Product 463,Automotive,Finished Good,SUP1011,7.5,439,202,2319,31,Medium
SKU10463,Apparel Product 464,Apparel,Finished Good,SUP1132,117.55,409,182,2528,46,Medium
SKU10464,Automotive Product 465,Automotive,Raw Material,SUP1030,58.79,249,90,1989,23,Low
SKU10465,Automotive Product 466,Automotive,Component,SUP1213,5.52,349,88,2762,37,Medium
SKU10466,Healthcare Product 467,Healthcare,Finished Good,SUP1149,32.95,358,125,1127,13,High
SKU10467,Grocery Product 468,Grocery,Finished Good,SUP1103,11.86,468,128,1831,10,Medium
SKU10468,Electronics Product 469,Electronics,Finished Good,SUP1080,11.97,337,137,1863,15,High
SKU10469,Electronics Product 470,Electronics,Packaging,SUP1210,4.09,339,155,1773,11,Low
SKU10470,Automotive Product 471,Automotive,Finished Good,SUP1030,8.39,139,37,458,28,High
SKU10471,Grocery Product 472,Grocery,Component,SUP1153,9.52,73,29,363,4,Medium
SKU10472,Automotive Product 473,Automotive,Packaging,SUP1124,86.57,372,94,1699,34,Low
SKU10473,Healthcare Product 474,Healthcare,Packaging,SUP1112,18.32,497,176,3775,16,High
SKU10474,Industrial Product 475,Industrial,Component,SUP1000,38.34,91,22,289,17,Medium
SKU10475,Automotive Product 476,Automotive,Component,SUP1189,78.45,124,51,566,33,Low
SKU10476,Apparel Product 477,Apparel,Raw Material,SUP1178,64.22,471,222,3105,54,Critical
SKU10477,Apparel Product 478,Apparel,Finished Good,SUP1041,18.08,179,68,1255,44,Medium
SKU10478,Industrial Product 479,Industrial,Component,SUP1197,2.04,163,62,1136,15,Medium
SKU10479,Electronics Product 480,Electronics,Raw Material,SUP1064,169.22,299,133,1167,28,Medium
SKU10480,Healthcare Product 481,Healthcare,Packaging,SUP1037,94.99,67,25,218,20,Critical
SKU10481,Automotive Product 482,Automotive,Component,SUP1100,170.53,133,32,697,30,High
SKU10482,Grocery Product 483,Grocery,Component,SUP1042,129.5,89,19,443,3,Medium
SKU10483,Automotive Product 484,Automotive,Raw Material,SUP1176,434.27,65,13,486,35,Low
SKU10484,Healthcare Product 485,Healthcare,Raw Material,SUP1149,27.75,388,152,2580,19,Low
SKU10485,Automotive Product 486,Automotive,Raw Material,SUP1124,30.81,302,136,2133,33,Medium
SKU10486,Grocery Product 487,Grocery,Component,SUP1014,109.01,109,41,411,0,High
SKU10487,Automotive Product 488,Automotive,Raw Material,SUP1189,64.01,446,160,1970,27,Medium
SKU10488,Automotive Product 489,Automotive,Raw Material,SUP1052,17.54,426,105,2030,28,High
SKU10489,Healthcare Product 490,Healthcare,Raw Material,SUP1001,60.53,452,122,1366,15,High
SKU10490,Healthcare Product 491,Healthcare,Component,SUP1179,9.63,430,183,1402,18,Critical
SKU10491,Automotive Product 492,Automotive,Component,SUP1157,38.47,186,82,810,25,Low
SKU10492,Automotive Product 493,Automotive,Component,SUP1100,38.19,408,84,1308,28,Low
SKU10493,Industrial Product 494,Industrial,Packaging,SUP1218,243.53,173,74,764,9,High
SKU10494,Apparel Product 495,Apparel,Component,SUP1120,13.48,446,125,2186,43,Low
SKU10495,Healthcare Product 496,Healthcare,Component,SUP1005,164.14,92,21,629,18,High
SKU10496,Automotive Product 497,Automotive,Component,SUP1217,13.37,443,111,2473,38,High
SKU10497,Apparel Product 498,Apparel,Component,SUP1082,26.66,325,82,1089,50,Critical
SKU10498,Electronics Product 499,Electronics,Component,SUP1173,22.51,206,81,1510,16,Medium
SKU10499,Electronics Product 500,Electronics,Component,SUP1048,14.84,184,90,1070,19,Critical
