SKU_ID,INDUSTRY,FORECAST_DATE,FORECAST_WEEK,DEMAND_FORECAST,LOWER_BOUND,UPPER_BOUND,TREND
SKU10036,Healthcare,2025-02-17,7,1723,1412,2033,9.135
SKU10036,Healthcare,2025-02-24,8,1941,1591,2290,9.135
SKU10036,Healthcare,2025-03-03,9,1980,1623,2336,9.135
SKU10036,Healthcare,2025-03-10,10,1957,1604,2309,9.135
SKU10036,Healthcare,2025-03-17,11,2000,1640,2360,9.135
SKU10036,Healthcare,2025-03-24,12,2032,1666,2397,9.135
SKU10037,Apparel,2025-01-06,1,394,323,464,2.465
SKU10037,Apparel,2025-01-13,2,411,337,484,2.465
SKU10037,Apparel,2025-01-20,3,398,326,469,2.465
SKU10037,Apparel,2025-01-27,4,412,337,486,2.465
SKU10037,Apparel,2025-02-03,5,364,298,429,2.465
SKU10037,Apparel,2025-02-10,6,382,313,450,2.465
SKU10037,Apparel,2025-02-17,7,404,331,476,2.465
SKU10037,Apparel,2025-02-24,8,369,302,435,2.465
SKU10037,Apparel,2025-03-03,9,494,405,582,2.465
SKU10037,Apparel,2025-03-10,10,470,385,554,2.465
SKU10037,Apparel,2025-03-17,11,465,381,548,2.465
SKU10037,Apparel,2025-03-24,12,471,386,555,2.465
SKU10038,Industrial,2025-01-06,1,173,141,204,-0.967
SKU10038,Industrial,2025-01-13,2,167,136,197,-0.967
SKU10038,Industrial,2025-01-20,3,183,150,215,-0.967
SKU10038,Industrial,2025-01-27,4,177,145,208,-0.967
SKU10038,Industrial,2025-02-03,5,165,135,194,-0.967
SKU10038,Industrial,2025-02-10,6,170,139,200,-0.967
SKU10038,Industrial,2025-02-17,7,161,132,189,-0.967
SKU10038,Industrial,2025-02-24,8,160,131,188,-0.967
SKU10038,Industrial,2025-03-03,9,171,140,201,-0.967
SKU10038,Industrial,2025-03-10,10,154,126,181,-0.967
SKU10038,Industrial,2025-03-17,11,161,132,189,-0.967
SKU10038,Industrial,2025-03-24,12,164,134,193,-0.967
SKU10039,Grocery,2025-01-06,1,967,792,1141,4.507
SKU10039,Grocery,2025-01-13,2,943,773,1112,4.507
SKU10039,Grocery,2025-01-20,3,978,801,1154,4.507
SKU10039,Grocery,2025-01-27,4,1082,887,1276,4.507
SKU10039,Grocery,2025-02-03,5,883,724,1041,4.507
SKU10039,Grocery,2025-02-10,6,880,721,1038,4.507
SKU10039,Grocery,2025-02-17,7,904,741,1066,4.507
SKU10039,Grocery,2025-02-24,8,959,786,1131,4.507
SKU10039,Grocery,2025-03-03,9,1012,829,1194,4.507
SKU10039,Grocery,2025-03-10,10,1073,879,1266,4.507
SKU10039,Grocery,2025-03-17,11,986,808,1163,4.507
SKU10039,Grocery,2025-03-24,12,1039,851,1226,4.507
SKU10040,Industrial,2025-01-06,1,677,555,798,1.837
SKU10040,Industrial,2025-01-13,2,703,576,829,1.837
SKU10040,Industrial,2025-01-20,3,745,610,879,1.837
SKU10040,Industrial,2025-01-27,4,670,549,790,1.837
SKU10040,Industrial,2025-02-03,5,694,569,818,1.837
SKU10040,Industrial,2025-02-10,6,651,533,768,1.837
SKU10040,Industrial,2025-02-17,7,672,551,792,1.837
SKU10040,Industrial,2025-02-24,8,653,535,770,1.837
SKU10040,Industrial,2025-03-03,9,762,624,899,1.837
SKU10040,Industrial,2025-03-10,10,683,560,805,1.837
SKU10040,Industrial,2025-03-17,11,714,585,842,1.837
SKU10040,Industrial,2025-03-24,12,733,601,864,1.837
SKU10041,Industrial,2025-01-06,1,1654,1356,1951,10.668
SKU10041,Industrial,2025-01-13,2,1689,1384,1993,10.668
SKU10041,Industrial,2025-01-20,3,1553,1273,1832,10.668
SKU10041,Industrial,2025-01-27,4,1687,1383,1990,10.668
SKU10041,Industrial,2025-02-03,5,1788,1466,2109,10.668
SKU10041,Industrial,2025-02-10,6,1770,1451,2088,10.668
SKU10041,Industrial,2025-02-17,7,1683,1380,1985,10.668
SKU10041,Industrial,2025-02-24,8,1948,1597,2298,10.668
SKU10041,Industrial,2025-03-03,9,1749,1434,2063,10.668
SKU10041,Industrial,2025-03-10,10,1720,1410,2029,10.668
SKU10041,Industrial,2025-03-17,11,1949,1598,2299,10.668
SKU10041,Industrial,2025-03-24,12,1935,1586,2283,10.668
SKU10042,Healthcare,2025-01-06,1,506,414,597,1.48
SKU10042,Healthcare,2025-01-13,2,477,391,562,1.48
SKU10042,Healthcare,2025-01-20,3,538,441,634,1.48
SKU10042,Healthcare,2025-01-27,4,511,419,602,1.48
SKU10042,Healthcare,2025-02-03,5,479,392,565,1.48
SKU10042,Healthcare,2025-02-10,6,488,400,575,1.48
SKU10042,Healthcare,2025-02-17,7,529,433,624,1.48
SKU10042,Healthcare,2025-02-24,8,564,462,665,1.48
SKU10042,Healthcare,2025-03-03,9,486,398,573,1.48
SKU10042,Healthcare,2025-03-10,10,472,387,556,1.48
SKU10042,Healthcare,2025-03-17,11,474,388,559,1.48
SKU10042,Healthcare,2025-03-24,12,519,425,612,1.48
SKU10043,Industrial,2025-01-06,1,424,347,500,-0.173
SKU10043,Industrial,2025-01-13,2,369,302,435,-0.173
SKU10043,Industrial,2025-01-20,3,363,297,428,-0.173
SKU10043,Industrial,2025-01-27,4,423,346,499,-0.173
SKU10043,Industrial,2025-02-03,5,420,344,495,-0.173
SKU10043,Industrial,2025-02-10,6,410,336,483,-0.173
SKU10043,Industrial,2025-02-17,7,393,322,463,-0.173
SKU10043,Industrial,2025-02-24,8,396,324,467,-0.173
SKU10043,Industrial,2025-03-03,9,446,365,526,-0.173
SKU10043,Industrial,2025-03-10,10,414,339,488,-0.173
SKU10043,Industrial,2025-03-17,11,407,333,480,-0.173
SKU10043,Industrial,2025-03-24,12,411,337,484,-0.173
SKU10044,Industrial,2025-01-06,1,467,382,551,3.111
SKU10044,Industrial,2025-01-13,2,489,400,577,3.111
SKU10044,Industrial,2025-01-20,3,500,410,590,3.111
SKU10044,Industrial,2025-01-27,4,492,403,580,3.111
SKU10044,Industrial,2025-02-03,5,532,436,627,3.111
SKU10044,Industrial,2025-02-10,6,488,400,575,3.111
SKU10044,Industrial,2025-02-17,7,473,387,558,3.111
SKU10044,Industrial,2025-02-24,8,493,404,581,3.111
SKU10044,Industrial,2025-03-03,9,521,427,614,3.111
SKU10044,Industrial,2025-03-10,10,479,392,565,3.111
SKU10044,Industrial,2025-03-17,11,541,443,638,3.111
SKU10044,Industrial,2025-03-24,12,563,461,664,3.111
SKU10045,Electronics,2025-01-06,1,564,462,665,0.292
SKU10045,Electronics,2025-01-13,2,517,423,610,0.292
SKU10045,Electronics,2025-01-20,3,516,423,608,0.292
SKU10045,Electronics,2025-01-27,4,514,421,606,0.292
SKU10045,Electronics,2025-02-03,5,516,423,608,0.292
SKU10045,Electronics,2025-02-10,6,532,436,627,0.292
SKU10045,Electronics,2025-02-17,7,512,419,604,0.292
SKU10045,Electronics,2025-02-24,8,474,388,559,0.292
SKU10045,Electronics,2025-03-03,9,495,405,584,0.292
SKU10045,Electronics,2025-03-10,10,546,447,644,0.292
SKU10045,Electronics,2025-03-17,11,547,448,645,0.292
SKU10045,Electronics,2025-03-24,12,552,452,651,0.292
SKU10046,Grocery,2025-01-06,1,310,254,365,-1.156
SKU10046,Grocery,2025-01-13,2,329,269,388,-1.156
SKU10046,Grocery,2025-01-20,3,322,264,379,-1.156
SKU10046,Grocery,2025-01-27,4,307,251,362,-1.156
SKU10046,Grocery,2025-02-03,5,283,232,333,-1.156
SKU10046,Grocery,2025-02-10,6,298,244,351,-1.156
SKU10046,Grocery,2025-02-17,7,319,261,376,-1.156
SKU10046,Grocery,2025-02-24,8,276,226,325,-1.156
SKU10046,Grocery,2025-03-03,9,291,238,343,-1.156
SKU10046,Grocery,2025-03-10,10,322,264,379,-1.156
SKU10046,Grocery,2025-03-17,11,297,243,350,-1.156
SKU10046,Grocery,2025-03-24,12,320,262,377,-1.156
SKU10047,Industrial,2025-01-06,1,817,669,964,2.961
SKU10047,Industrial,2025-01-13,2,821,673,968,2.961
SKU10047,Industrial,2025-01-20,3,840,688,991,2.961
SKU10047,Industrial,2025-01-27,4,805,660,949,2.961
SKU10047,Industrial,2025-02-03,5,835,684,985,2.961
SKU10047,Industrial,2025-02-10,6,911,747,1074,2.961
SKU10047,Industrial,2025-02-17,7,786,644,927,2.961
SKU10047,Industrial,2025-02-24,8,818,670,965,2.961
SKU10047,Industrial,2025-03-03,9,873,715,1030,2.961
SKU10047,Industrial,2025-03-10,10,908,744,1071,2.961
SKU10047,Industrial,2025-03-17,11,750,615,885,2.961
SKU10047,Industrial,2025-03-24,12,809,663,954,2.961
SKU10048,Electronics,2025-01-06,1,291,238,343,1.01
SKU10048,Electronics,2025-01-13,2,265,217,312,1.01
SKU10048,Electronics,2025-01-20,3,274,224,323,1.01
SKU10048,Electronics,2025-01-27,4,280,229,330,1.01
SKU10048,Electronics,2025-02-03,5,272,223,320,1.01
SKU10048,Electronics,2025-02-10,6,286,234,337,1.01
SKU10048,Electronics,2025-02-17,7,294,241,346,1.01
SKU10048,Electronics,2025-02-24,8,265,217,312,1.01
SKU10048,Electronics,2025-03-03,9,276,226,325,1.01
SKU10048,Electronics,2025-03-10,10,287,235,338,1.01
SKU10048,Electronics,2025-03-17,11,297,243,350,1.01
SKU10048,Electronics,2025-03-24,12,258,211,304,1.01
SKU10049,Healthcare,2025-01-06,1,1959,1606,2311,9.741
SKU10049,Healthcare,2025-01-13,2,2190,1795,2584,9.741
SKU10049,Healthcare,2025-01-20,3,1954,1602,2305,9.741
SKU10049,Healthcare,2025-01-27,4,2058,1687,2428,9.741
SKU10049,Healthcare,2025-02-03,5,1944,1594,2293,9.741
SKU10049,Healthcare,2025-02-10,6,2262,1854,2669,9.741
SKU10049,Healthcare,2025-02-17,7,1917,1571,2262,9.741
SKU10049,Healthcare,2025-02-24,8,2038,1671,2404,9.741
SKU10049,Healthcare,2025-03-03,9,1990,1631,2348,9.741
SKU10049,Healthcare,2025-03-10,10,2079,1704,2453,9.741
SKU10049,Healthcare,2025-03-17,11,2010,1648,2371,9.741
SKU10049,Healthcare,2025-03-24,12,2205,1808,2601,9.741
SKU10050,Healthcare,2025-01-06,1,413,338,487,1.874
SKU10050,Healthcare,2025-01-13,2,429,351,506,1.874
SKU10050,Healthcare,2025-01-20,3,418,342,493,1.874
SKU10050,Healthcare,2025-01-27,4,404,331,476,1.874
SKU10050,Healthcare,2025-02-03,5,437,358,515,1.874
SKU10050,Healthcare,2025-02-10,6,436,357,514,1.874
SKU10050,Healthcare,2025-02-17,7,435,356,513,1.874
SKU10050,Healthcare,2025-02-24,8,427,350,503,1.874
SKU10050,Healthcare,2025-03-03,9,363,297,428,1.874
SKU10050,Healthcare,2025-03-10,10,396,324,467,1.874
SKU10050,Healthcare,2025-03-17,11,368,301,434,1.874
SKU10050,Healthcare,2025-03-24,12,412,337,486,1.874
SKU10051,Electronics,2025-01-06,1,107,87,126,-2.855
SKU10051,Electronics,2025-01-13,2,96,78,113,-2.855
SKU10051,Electronics,2025-01-20,3,97,79,114,-2.855
SKU10051,Electronics,2025-01-27,4,91,74,107,-2.855
SKU10051,Electronics,2025-02-03,5,80,65,94,-2.855
SKU10051,Electronics,2025-02-10,6,86,70,101,-2.855
SKU10051,Electronics,2025-02-17,7,79,64,93,-2.855
SKU10051,Electronics,2025-02-24,8,77,63,90,-2.855
SKU10051,Electronics,2025-03-03,9,75,61,88,-2.855
SKU10051,Electronics,2025-03-10,10,72,59,84,-2.855
SKU10051,Electronics,2025-03-17,11,74,60,87,-2.855
SKU10051,Electronics,2025-03-24,12,72,59,84,-2.855
SKU10052,Healthcare,2025-01-06,1,354,290,417,1.129
SKU10052,Healthcare,2025-01-13,2,362,296,427,1.129
SKU10052,Healthcare,2025-01-20,3,349,286,411,1.129
SKU10052,Healthcare,2025-01-27,4,346,283,408,1.129
SKU10052,Healthcare,2025-02-03,5,348,285,410,1.129
SKU10052,Healthcare,2025-02-10,6,380,311,448,1.129
SKU10052,Healthcare,2025-02-17,7,377,309,444,1.129
SKU10052,Healthcare,2025-02-24,8,370,303,436,1.129
SKU10052,Healthcare,2025-03-03,9,362,296,427,1.129
SKU10052,Healthcare,2025-03-10,10,337,276,397,1.129
SKU10052,Healthcare,2025-03-17,11,350,287,413,1.129
SKU10052,Healthcare,2025-03-24,12,342,280,403,1.129
SKU10053,Healthcare,2025-01-06,1,897,735,1058,4.236
SKU10053,Healthcare,2025-01-13,2,884,724,1043,4.236
SKU10053,Healthcare,2025-01-20,3,969,794,1143,4.236
SKU10053,Healthcare,2025-01-27,4,851,697,1004,4.236
SKU10053,Healthcare,2025-02-03,5,943,773,1112,4.236
SKU10053,Healthcare,2025-02-10,6,860,705,1014,4.236
SKU10053,Healthcare,2025-02-17,7,889,728,1049,4.236
SKU10053,Healthcare,2025-02-24,8,820,672,967,4.236
SKU10053,Healthcare,2025-03-03,9,888,728,1047,4.236
SKU10053,Healthcare,2025-03-10,10,819,671,966,4.236
SKU10053,Healthcare,2025-03-17,11,788,646,929,4.236
SKU10053,Healthcare,2025-03-24,12,911,747,1074,4.236
SKU10054,Apparel,2025-01-06,1,1173,961,1384,6.153
SKU10054,Apparel,2025-01-13,2,1160,951,1368,6.153
SKU10054,Apparel,2025-01-20,3,1183,970,1395,6.153
SKU10054,Apparel,2025-01-27,4,1198,982,1413,6.153
SKU10054,Apparel,2025-02-03,5,1197,981,1412,6.153
SKU10054,Apparel,2025-02-10,6,1154,946,1361,6.153
SKU10054,Apparel,2025-02-17,7,1111,911,1310,6.153
SKU10054,Apparel,2025-02-24,8,1150,943,1357,6.153
SKU10054,Apparel,2025-03-03,9,1284,1052,1515,6.153
SKU10054,Apparel,2025-03-10,10,1292,1059,1524,6.153
SKU10054,Apparel,2025-03-17,11,1345,1102,1587,6.153
SKU10054,Apparel,2025-03-24,12,1361,1116,1605,6.153
SKU10055,Grocery,2025-01-06,1,162,132,191,-0.328
SKU10055,Grocery,2025-01-13,2,160,131,188,-0.328
SKU10055,Grocery,2025-01-20,3,164,134,193,-0.328
SKU10055,Grocery,2025-01-27,4,167,136,197,-0.328
SKU10055,Grocery,2025-02-03,5,157,128,185,-0.328
SKU10055,Grocery,2025-02-10,6,147,120,173,-0.328
SKU10055,Grocery,2025-02-17,7,161,132,189,-0.328
SKU10055,Grocery,2025-02-24,8,175,143,206,-0.328
SKU10055,Grocery,2025-03-03,9,146,119,172,-0.328
SKU10055,Grocery,2025-03-10,10,160,131,188,-0.328
SKU10055,Grocery,2025-03-17,11,151,123,178,-0.328
SKU10055,Grocery,2025-03-24,12,159,130,187,-0.328
SKU10056,Healthcare,2025-01-06,1,395,323,466,1.341
SKU10056,Healthcare,2025-01-13,2,432,354,509,1.341
SKU10056,Healthcare,2025-01-20,3,400,328,472,1.341
SKU10056,Healthcare,2025-01-27,4,452,370,533,1.341
SKU10056,Healthcare,2025-02-03,5,415,340,489,1.341
SKU10056,Healthcare,2025-02-10,6,375,307,442,1.341
SKU10056,Healthcare,2025-02-17,7,432,354,509,1.341
SKU10056,Healthcare,2025-02-24,8,372,305,438,1.341
SKU10056,Healthcare,2025-03-03,9,434,355,512,1.341
SKU10056,Healthcare,2025-03-10,10,421,345,496,1.341
SKU10056,Healthcare,2025-03-17,11,376,308,443,1.341
SKU10056,Healthcare,2025-03-24,12,411,337,484,1.341
SKU10057,Electronics,2025-01-06,1,1136,931,1340,4.27
SKU10057,Electronics,2025-01-13,2,1118,916,1319,4.27
SKU10057,Electronics,2025-01-20,3,1153,945,1360,4.27
SKU10057,Electronics,2025-01-27,4,1189,974,1403,4.27
SKU10057,Electronics,2025-02-03,5,1071,878,1263,4.27
SKU10057,Electronics,2025-02-10,6,1190,975,1404,4.27
SKU10057,Electronics,2025-02-17,7,1052,862,1241,4.27
SKU10057,Electronics,2025-02-24,8,1082,887,1276,4.27
SKU10057,Electronics,2025-03-03,9,1166,956,1375,4.27
SKU10057,Electronics,2025-03-10,10,1167,956,1377,4.27
SKU10057,Electronics,2025-03-17,11,1166,956,1375,4.27
SKU10057,Electronics,2025-03-24,12,1242,1018,1465,4.27
SKU10058,Automotive,2025-01-06,1,1126,923,1328,5.83
SKU10058,Automotive,2025-01-13,2,1085,889,1280,5.83
SKU10058,Automotive,2025-01-20,3,1074,880,1267,5.83
SKU10058,Automotive,2025-01-27,4,1026,841,1210,5.83
SKU10058,Automotive,2025-02-03,5,996,816,1175,5.83
SKU10058,Automotive,2025-02-10,6,1107,907,1306,5.83
SKU10058,Automotive,2025-02-17,7,1046,857,1234,5.83
SKU10058,Automotive,2025-02-24,8,1141,935,1346,5.83
SKU10058,Automotive,2025-03-03,9,1172,961,1382,5.83
SKU10058,Automotive,2025-03-10,10,1192,977,1406,5.83
SKU10058,Automotive,2025-03-17,11,1170,959,1380,5.83
SKU10058,Automotive,2025-03-24,12,1258,1031,1484,5.83
SKU10059,Automotive,2025-01-06,1,238,195,280,0.407
SKU10059,Automotive,2025-01-13,2,205,168,241,0.407
SKU10059,Automotive,2025-01-20,3,241,197,284,0.407
SKU10059,Automotive,2025-01-27,4,225,184,265,0.407
SKU10059,Automotive,2025-02-03,5,221,181,260,0.407
SKU10059,Automotive,2025-02-10,6,246,201,290,0.407
SKU10059,Automotive,2025-02-17,7,240,196,283,0.407
SKU10059,Automotive,2025-02-24,8,221,181,260,0.407
SKU10059,Automotive,2025-03-03,9,256,209,302,0.407
SKU10059,Automotive,2025-03-10,10,268,219,316,0.407
SKU10059,Automotive,2025-03-17,11,244,200,287,0.407
SKU10059,Automotive,2025-03-24,12,249,204,293,0.407
SKU10060,Grocery,2025-01-06,1,763,625,900,3.303
SKU10060,Grocery,2025-01-13,2,820,672,967,3.303
SKU10060,Grocery,2025-01-20,3,744,610,877,3.303
SKU10060,Grocery,2025-01-27,4,836,685,986,3.303
SKU10060,Grocery,2025-02-03,5,748,613,882,3.303
SKU10060,Grocery,2025-02-10,6,859,704,1013,3.303
SKU10060,Grocery,2025-02-17,7,751,615,886,3.303
SKU10060,Grocery,2025-02-24,8,772,633,910,3.303
SKU10060,Grocery,2025-03-03,9,871,714,1027,3.303
SKU10060,Grocery,2025-03-10,10,838,687,988,3.303
SKU10060,Grocery,2025-03-17,11,793,650,935,3.303
SKU10060,Grocery,2025-03-24,12,753,617,888,3.303
SKU10061,Automotive,2025-01-06,1,655,537,772,1.809
SKU10061,Automotive,2025-01-13,2,671,550,791,1.809
SKU10061,Automotive,2025-01-20,3,636,521,750,1.809
SKU10061,Automotive,2025-01-27,4,659,540,777,1.809
SKU10061,Automotive,2025-02-03,5,702,575,828,1.809
SKU10061,Automotive,2025-02-10,6,609,499,718,1.809
SKU10061,Automotive,2025-02-17,7,647,530,763,1.809
SKU10061,Automotive,2025-02-24,8,631,517,744,1.809
SKU10061,Automotive,2025-03-03,9,671,550,791,1.809
SKU10061,Automotive,2025-03-10,10,690,565,814,1.809
SKU10061,Automotive,2025-03-17,11,653,535,770,1.809
SKU10061,Automotive,2025-03-24,12,740,606,873,1.809
SKU10062,Grocery,2025-01-06,1,468,383,552,2.366
SKU10062,Grocery,2025-01-13,2,445,364,525,2.366
SKU10062,Grocery,2025-01-20,3,480,393,566,2.366
SKU10062,Grocery,2025-01-27,4,494,405,582,2.366
SKU10062,Grocery,2025-02-03,5,516,423,608,2.366
SKU10062,Grocery,2025-02-10,6,472,387,556,2.366
SKU10062,Grocery,2025-02-17,7,429,351,506,2.366
SKU10062,Grocery,2025-02-24,8,524,429,618,2.366
SKU10062,Grocery,2025-03-03,9,522,428,615,2.366
SKU10062,Grocery,2025-03-10,10,484,396,571,2.366
SKU10062,Grocery,2025-03-17,11,542,444,639,2.366
SKU10062,Grocery,2025-03-24,12,469,384,553,2.366
SKU10063,Grocery,2025-01-06,1,358,293,422,1.594
SKU10063,Grocery,2025-01-13,2,326,267,384,1.594
SKU10063,Grocery,2025-01-20,3,370,303,436,1.594
SKU10063,Grocery,2025-01-27,4,375,307,442,1.594
SKU10063,Grocery,2025-02-03,5,343,281,404,1.594
SKU10063,Grocery,2025-02-10,6,378,309,446,1.594
SKU10063,Grocery,2025-02-17,7,349,286,411,1.594
SKU10063,Grocery,2025-02-24,8,331,271,390,1.594
SKU10063,Grocery,2025-03-03,9,353,289,416,1.594
SKU10063,Grocery,2025-03-10,10,369,302,435,1.594
SKU10063,Grocery,2025-03-17,11,371,304,437,1.594
SKU10063,Grocery,2025-03-24,12,356,291,420,1.594
SKU10064,Automotive,2025-01-06,1,221,181,260,0.043
SKU10064,Automotive,2025-01-13,2,240,196,283,0.043
SKU10064,Automotive,2025-01-20,3,245,200,289,0.043
SKU10064,Automotive,2025-01-27,4,252,206,297,0.043
SKU10064,Automotive,2025-02-03,5,227,186,267,0.043
SKU10064,Automotive,2025-02-10,6,231,189,272,0.043
SKU10064,Automotive,2025-02-17,7,223,182,263,0.043
SKU10064,Automotive,2025-02-24,8,223,182,263,0.043
SKU10064,Automotive,2025-03-03,9,237,194,279,0.043
SKU10064,Automotive,2025-03-10,10,235,192,277,0.043
SKU10064,Automotive,2025-03-17,11,234,191,276,0.043
SKU10064,Automotive,2025-03-24,12,251,205,296,0.043
SKU10065,Industrial,2025-01-06,1,1706,1398,2013,10.323
SKU10065,Industrial,2025-01-13,2,1850,1517,2183,10.323
SKU10065,Industrial,2025-01-20,3,1799,1475,2122,10.323
SKU10065,Industrial,2025-01-27,4,1750,1435,2065,10.323
SKU10065,Industrial,2025-02-03,5,1704,1397,2010,10.323
SKU10065,Industrial,2025-02-10,6,1776,1456,2095,10.323
SKU10065,Industrial,2025-02-17,7,1892,1551,2232,10.323
SKU10065,Industrial,2025-02-24,8,1735,1422,2047,10.323
SKU10065,Industrial,2025-03-03,9,2004,1643,2364,10.323
SKU10065,Industrial,2025-03-10,10,1837,1506,2167,10.323
SKU10065,Industrial,2025-03-17,11,1923,1576,2269,10.323
SKU10065,Industrial,2025-03-24,12,1928,1580,2275,10.323
SKU10066,Grocery,2025-01-06,1,1,0,1,-0.591
SKU10066,Grocery,2025-01-13,2,1,0,1,-0.591
SKU10066,Grocery,2025-01-20,3,1,0,1,-0.591
SKU10066,Grocery,2025-01-27,4,1,0,1,-0.591
SKU10066,Grocery,2025-02-03,5,1,0,1,-0.591
SKU10066,Grocery,2025-02-10,6,1,0,1,-0.591
SKU10066,Grocery,2025-02-17,7,1,0,1,-0.591
SKU10066,Grocery,2025-02-24,8,1,0,1,-0.591
SKU10066,Grocery,2025-03-03,9,1,0,1,-0.591
SKU10066,Grocery,2025-03-10,10,1,0,1,-0.591
SKU10066,Grocery,2025-03-17,11,1,0,1,-0.591
SKU10066,Grocery,2025-03-24,12,1,0,1,-0.591
SKU10067,Grocery,2025-01-06,1,993,814,1171,4.178
SKU10067,Grocery,2025-01-13,2,1082,887,1276,4.178
SKU10067,Grocery,2025-01-20,3,1022,838,1205,4.178
SKU10067,Grocery,2025-01-27,4,1048,859,1236,4.178
SKU10067,Grocery,2025-02-03,5,1084,888,1279,4.178
SKU10067,Grocery,2025-02-10,6,920,754,1085,4.178
SKU10067,Grocery,2025-02-17,7,1057,866,1247,4.178
SKU10067,Grocery,2025-02-24,8,1069,876,1261,4.178
SKU10067,Grocery,2025-03-03,9,1002,821,1182,4.178
SKU10067,Grocery,2025-03-10,10,1060,869,1250,4.178
SKU10067,Grocery,2025-03-17,11,1001,820,1181,4.178
SKU10067,Grocery,2025-03-24,12,1081,886,1275,4.178
SKU10068,Automotive,2025-01-06,1,1,0,1,-0.69
SKU10068,Automotive,2025-01-13,2,1,0,1,-0.69
SKU10068,Automotive,2025-01-20,3,1,0,1,-0.69
SKU10068,Automotive,2025-01-27,4,1,0,1,-0.69
SKU10068,Automotive,2025-02-03,5,1,0,1,-0.69
SKU10068,Automotive,2025-02-10,6,1,0,1,-0.69
SKU10068,Automotive,2025-02-17,7,1,0,1,-0.69
SKU10068,Automotive,2025-02-24,8,1,0,1,-0.69
SKU10068,Automotive,2025-03-03,9,1,0,1,-0.69
SKU10068,Automotive,2025-03-10,10,1,0,1,-0.69
SKU10068,Automotive,2025-03-17,11,1,0,1,-0.69
SKU10068,Automotive,2025-03-24,12,1,0,1,-0.69
SKU10069,Automotive,2025-01-06,1,1776,1456,2095,10.768
SKU10069,Automotive,2025-01-13,2,1773,1453,2092,10.768
SKU10069,Automotive,2025-01-20,3,1724,1413,2034,10.768
SKU10069,Automotive,2025-01-27,4,1794,1471,2116,10.768
SKU10069,Automotive,2025-02-03,5,1550,1271,1829,10.768
SKU10069,Automotive,2025-02-10,6,1756,1439,2072,10.768
SKU10069,Automotive,2025-02-17,7,1729,1417,2040,10.768
SKU10069,Automotive,2025-02-24,8,1651,1353,1948,10.768
SKU10069,Automotive,2025-03-03,9,1690,1385,1994,10.768
SKU10069,Automotive,2025-03-10,10,1934,1585,2282,10.768
SKU10069,Automotive,2025-03-17,11,1857,1522,2191,10.768
SKU10069,Automotive,2025-03-24,12,1754,1438,2069,10.768
SKU10070,Grocery,2025-01-06,1,505,414,595,0.866
SKU10070,Grocery,2025-01-13,2,455,373,536,0.866
SKU10070,Grocery,2025-01-20,3,453,371,534,0.866
SKU10070,Grocery,2025-01-27,4,461,378,543,0.866
SKU10070,Grocery,2025-02-03,5,461,378,543,0.866
SKU10070,Grocery,2025-02-10,6,481,394,567,0.866
SKU10070,Grocery,2025-02-17,7,472,387,556,0.866
SKU10070,Grocery,2025-02-24,8,472,387,556,0.866
SKU10070,Grocery,2025-03-03,9,508,416,599,0.866
SKU10070,Grocery,2025-03-10,10,504,413,594,0.866
SKU10070,Grocery,2025-03-17,11,484,396,571,0.866
SKU10070,Grocery,2025-03-24,12,501,410,591,0.866
SKU10071,Healthcare,2025-01-06,1,29,23,34,-0.676
SKU10071,Healthcare,2025-01-13,2,24,19,28,-0.676
SKU10071,Healthcare,2025-01-20,3,26,21,30,-0.676
SKU10071,Healthcare,2025-01-27,4,22,18,25,-0.676
SKU10071,Healthcare,2025-02-03,5,22,18,25,-0.676
SKU10071,Healthcare,2025-02-10,6,23,18,27,-0.676
SKU10071,Healthcare,2025-02-17,7,22,18,25,-0.676
SKU10071,Healthcare,2025-02-24,8,22,18,25,-0.676
SKU10071,Healthcare,2025-03-03,9,21,17,24,-0.676
SKU10071,Healthcare,2025-03-10,10,19,15,22,-0.676
SKU10071,Healthcare,2025-03-17,11,18,14,21,-0.676
SKU10071,Healthcare,2025-03-24,12,18,14,21,-0.676
SKU10072,Industrial,2025-01-06,1,1043,855,1230,5.123
SKU10072,Industrial,2025-01-13,2,964,790,1137,5.123
SKU10072,Industrial,2025-01-20,3,1021,837,1204,5.123
SKU10072,Industrial,2025-01-27,4,1175,963,1386,5.123
SKU10072,Industrial,2025-02-03,5,1175,963,1386,5.123
SKU10072,Industrial,2025-02-10,6,1040,852,1227,5.123
SKU10072,Industrial,2025-02-17,7,1006,824,1187,5.123
SKU10072,Industrial,2025-02-24,8,1215,996,1433,5.123
SKU10072,Industrial,2025-03-03,9,1171,960,1381,5.123
SKU10072,Industrial,2025-03-10,10,1211,993,1428,5.123
SKU10072,Industrial,2025-03-17,11,1139,933,1344,5.123
SKU10072,Industrial,2025-03-24,12,1305,1070,1539,5.123
SKU10073,Industrial,2025-01-06,1,1594,1307,1880,8.824
SKU10073,Industrial,2025-01-13,2,1495,1225,1764,8.824
SKU10073,Industrial,2025-01-20,3,1439,1179,1698,8.824
SKU10073,Industrial,2025-01-27,4,1558,1277,1838,8.824
SKU10073,Industrial,2025-02-03,5,1381,1132,1629,8.824
SKU10073,Industrial,2025-02-10,6,1562,1280,1843,8.824
SKU10073,Industrial,2025-02-17,7,1483,1216,1749,8.824
SKU10073,Industrial,2025-02-24,8,1532,1256,1807,8.824
